case_id,total_duration,num_events,unique_activities,mean_duration,std_duration,min_duration,max_duration,avg_gap,std_gap,num_unique_resources,senior_ratio,junior_ratio,has_loop,has_skip,missing_activities,extra_activities,wrong_order_ratio,is_anomaly,subtype
C0077,1440.0105090606608,5,5,288.01050906066064,116.34431657799189,120.0,420.0,3.01050906066064,1.224744871391589,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0078,1559.9858014434499,5,5,311.98580144344993,167.14065932620943,120.0,540.0,2.985801443449906,1.5811388300841898,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0079,1199.9920578812862,5,5,239.99205788128623,156.46085772486356,120.0,540.0,1.4920578812862189,0.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0080,1799.9917332498376,5,5,359.99173324983764,224.4994432064365,120.0,780.0,2.9917332498376465,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0081,1500.011818792113,5,5,300.01181879211305,169.7056274847714,120.0,600.0,3.7618187921130377,1.6393596310755,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0082,1919.9985181365553,5,5,383.9985181365553,213.31666601557413,180.0,780.0,3.4985181365552913,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0083,2940.011471951391,5,5,588.0114719513906,426.63333203114826,180.0,1380.0,3.261471951390638,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0084,3719.9933422318127,5,5,743.9933422318126,397.27068857392436,240.0,1320.0,2.7433422318125094,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0085,1620.0000492317517,5,5,324.0000492317517,72.0,240.0,420.0,3.0000492317516723,1.4142135623730951,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0086,1740.002001172033,5,5,348.0020011720331,138.9100428334827,180.0,600.0,2.752001172033082,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0087,1680.0005320952946,5,5,336.0005320952945,256.24987804875144,180.0,840.0,2.750532095294503,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0088,1799.9973821125093,5,5,359.9973821125093,197.1801207018598,180.0,600.0,2.7473821125092646,1.7853571071357126,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0089,359.9864602461225,5,5,71.98646024612246,24.0,60.0,120.0,2.9864602461224643,1.224744871391589,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0090,1560.0094761564703,5,5,312.0094761564704,222.5668438918969,120.0,720.0,3.759476156470408,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0091,1859.9938556421243,5,5,371.99385564212423,241.19701490690136,180.0,840.0,2.493855642124252,1.6583123951777,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0092,2100.001434674704,5,5,420.0014346747038,160.99689437998487,240.0,600.0,4.001434674703778,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0093,1860.002627085307,5,5,372.00262708530715,261.2584926849269,180.0,840.0,4.502627085307145,0.8660254037844386,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0094,1980.027913643855,5,5,396.02791364385513,202.93841430345316,180.0,720.0,3.2779136438551166,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0095,420.00482946537716,5,5,84.00482946537714,29.393876913398138,60.0,120.0,2.7548294653771377,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0096,1799.998466454493,5,5,359.9984664544929,288.99826989101507,120.0,900.0,4.248466454492941,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0097,2159.995288302194,5,5,431.9952883021939,148.91608375189028,240.0,600.0,1.7452883021938816,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0098,1500.0003194833089,5,5,300.00031948330894,136.82105101189657,120.0,480.0,3.0003194833089433,1.4142135623730951,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0099,2039.9898297914137,5,5,407.9898297914136,122.37646832622684,240.0,540.0,2.7398297914136545,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0100,1920.0057140047188,5,5,384.0057140047187,223.2129028528593,120.0,720.0,2.75571400471872,0.82915619758885,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0101,359.9875244230525,5,5,71.98752442305246,24.0,60.0,120.0,1.4875244230524658,0.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0102,1620.0014753151017,5,5,324.0014753151017,97.48846085563153,180.0,480.0,2.5014753151016924,1.118033988749895,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0103,1859.9927090728984,5,5,371.9927090728983,235.1510153071851,120.0,720.0,3.242709072898295,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0104,1860.0204774964504,5,5,372.0204774964503,167.14065932620943,180.0,600.0,2.77047749645035,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0105,2820.0072917116095,5,5,564.0072917116095,188.21264569629747,360.0,780.0,3.0072917116094926,1.5811388300841898,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0106,2099.995318393134,5,5,419.995318393134,257.3713270743266,180.0,840.0,4.2453183931340055,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0107,1439.998797328576,5,5,287.9987973285761,219.3080025899648,120.0,720.0,2.2487973285760723,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0108,1740.0110058513267,5,5,348.0110058513267,209.22714928995234,120.0,720.0,3.0110058513266913,1.224744871391589,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0109,1499.9929208064075,5,5,299.99292080640737,185.903200617956,120.0,600.0,4.492920806407386,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0110,1499.9852703157749,5,5,299.985270315775,131.45341380123986,180.0,540.0,3.985270315774976,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0111,1560.0013524691917,5,5,312.0013524691918,116.34431657799189,240.0,540.0,2.001352469191761,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0112,4740.007243271016,5,5,948.0072432710159,662.0694827584186,360.0,2040.0,4.0072432710158905,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0113,2039.9981893966938,5,5,407.9981893966939,198.63534428696218,180.0,720.0,2.998189396693863,1.5811388300841898,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0114,2160.012496999879,5,5,432.0124969998794,158.29087149927503,300.0,720.0,2.2624969998793505,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0115,1800.0008009248586,5,5,360.00080092485854,224.4994432064365,120.0,660.0,3.000800924858548,1.5811388300841898,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0116,3240.000861339467,5,5,648.0008613394671,261.2584926849269,360.0,1020.0,3.0008613394670793,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0117,1739.9931534282543,5,5,347.99315342825435,255.6873090319502,180.0,840.0,1.9931534282543528,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0118,1680.0052211058328,5,5,336.0052211058328,61.18823416311342,240.0,420.0,3.5052211058327982,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0119,1019.9862134871724,5,5,203.98621348717245,89.7997772825746,120.0,360.0,2.7362134871724386,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0120,900.0062202015124,5,5,180.00622020151246,165.40858502508266,60.0,480.0,3.2562202015124577,1.479019945774904,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0121,4439.987487433924,5,5,887.9874874339239,393.26327059617455,300.0,1320.0,2.7374874339238975,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0122,4500.006280343217,5,5,900.0062803432171,445.780214904161,360.0,1380.0,1.5062803432170682,0.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0123,959.9745090995249,5,5,191.97450909952488,69.9714227381436,120.0,300.0,3.7245090995248846,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0124,1680.0027595269582,5,5,336.00275952695824,89.7997772825746,240.0,480.0,3.502759526958237,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0125,1619.996855809134,5,5,323.9968558091341,261.80909075125714,120.0,840.0,3.4968558091341233,1.118033988749895,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0126,1920.0042336487347,5,5,384.0042336487348,272.58760059841313,180.0,900.0,2.754233648734799,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0127,1799.9867602011768,5,5,359.9867602011767,248.83729623993264,120.0,840.0,3.4867602011767342,1.118033988749895,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0128,1859.9848218501354,5,5,371.98482185013546,158.29087149927503,120.0,600.0,4.484821850135458,0.5,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0129,1920.0053629891495,5,5,384.0053629891495,232.68863315598378,120.0,720.0,3.2553629891495093,1.7853571071357126,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0130,2820.0226688471594,5,5,564.0226688471593,459.46055325783954,180.0,1440.0,3.0226688471592027,1.4142135623730951,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0131,960.0124584135266,5,5,192.01245841352656,128.12493902437572,60.0,420.0,3.0124584135265606,1.5811388300841898,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0132,1619.9988864900001,5,5,323.9988864900001,163.65818036383027,120.0,540.0,2.748886490000082,0.4330127018922193,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0133,1800.0138621352728,5,5,360.0138621352728,113.84199576606166,240.0,540.0,3.2638621352727877,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0134,359.9995534734215,5,5,71.99955347342149,24.0,60.0,120.0,3.499553473421489,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0135,2579.9872301054234,5,5,515.9872301054235,159.1979899370592,300.0,780.0,3.987230105423484,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0136,1559.992263807253,5,5,311.9922638072531,96.0,240.0,480.0,2.2422638072530847,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0137,960.008689820766,5,5,192.008689820766,153.67498169838836,60.0,480.0,4.508689820765996,0.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0138,1740.004778254791,5,5,348.00477825479106,191.24852940611072,120.0,660.0,2.7547782547910895,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0139,1920.0063469101312,5,5,384.0063469101313,269.9333251008478,120.0,900.0,3.006346910131312,2.0,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0140,1199.9759098867726,5,5,239.97590988677254,84.8528137423857,120.0,360.0,2.2259098867725524,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0141,599.9884516581734,5,5,119.98845165817336,92.951600308978,60.0,300.0,2.488451658173358,1.118033988749895,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0142,1020.0012746180199,5,5,204.0012746180199,48.0,120.0,240.0,2.751274618019878,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0143,1860.023034838854,5,5,372.0230348388541,202.22759455623262,180.0,720.0,2.773034838854079,0.4330127018922193,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0144,1799.9978304279884,5,5,359.9978304279885,257.3713270743266,120.0,780.0,2.997830427988498,0.7071067811865476,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0145,2279.9898537069853,5,5,455.9898537069852,316.58174299855006,120.0,960.0,1.9898537069851892,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0146,420.0181866046583,5,5,84.01818660465833,48.0,60.0,180.0,2.7681866046583226,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0147,2039.9905468866518,5,5,407.99054688665177,244.16387939250964,120.0,780.0,3.4905468866517495,1.6583123951777,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0148,1439.9954589497454,5,5,287.9954589497454,128.12493902437572,120.0,480.0,3.4954589497453723,1.6583123951777,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0149,1080.007909368548,5,5,216.007909368548,129.24395537122808,60.0,420.0,1.7579093685480205,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0150,1980.0085648829681,5,5,396.0085648829681,206.45580640902304,120.0,660.0,2.508564882968058,1.118033988749895,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0151,1920.0186856918763,5,5,384.01868569187616,202.93841430345316,180.0,720.0,2.518685691876163,1.5,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0152,1740.00118590903,5,5,348.00118590903014,228.94540834006696,120.0,780.0,3.2511859090301196,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0153,2039.9825128220943,5,5,407.9825128220943,232.0689552697646,180.0,840.0,2.9825128220942965,1.4142135623730951,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0154,1619.9919778518945,5,5,323.99197785189455,154.6091847207015,180.0,600.0,2.2419778518945486,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0155,1560.0140217968917,5,5,312.01402179689165,212.6405417600322,120.0,720.0,3.764021796891633,1.299038105676658,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0156,1679.9827114748641,5,5,335.9827114748642,144.99655168313487,180.0,600.0,2.982711474864201,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0157,1740.0089532720972,5,5,348.0089532720971,109.98181667894016,240.0,480.0,3.0089532720970955,1.4142135623730951,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0158,1379.9848063317768,5,5,275.9848063317768,97.48846085563153,120.0,420.0,3.2348063317767854,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0159,1979.994657432985,5,5,395.9946574329848,238.7969849055888,120.0,840.0,3.494657432984829,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0160,1800.0156493215798,5,5,360.01564932157976,181.9890106572372,120.0,660.0,3.015649321579755,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0161,1079.9952803407207,5,5,215.99528034072063,139.9428454762872,120.0,480.0,2.7452803407206336,1.479019945774904,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0162,1680.011197922356,5,5,336.01119792235585,223.2129028528593,120.0,720.0,3.5111979223558527,0.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
